imdb_id,en_name
tt0067975,What's the Matter with Helen?
tt0080923,Inferno
tt0056119,La Jetée
tt0080117,The Wanderers
tt0220627,Maelstrom
tt0411195,Breakfast on Pluto
tt0082661,Lili Marleen
tt1224366,Afterschool
tt0082427,The Funhouse
tt2195548,Prince Avalanche
tt0076740,Sorcerer
tt0047876,Il Bidone
tt6793280,The Devil's Doorway
tt0067805,Sunday Bloody Sunday
tt0192194,Julien Donkey-Boy
tt0049038,Bus Stop
tt0074147,Face to Face
tt0155711,Flawless
tt0097555,I Want to Go Home
tt0012364,The Phantom Carriage
tt10808832,Let Them All Talk
tt0042265,The Blue Lamp
tt4687856,Siberia
tt1595656,To the Wonder
tt7026488,Come True
tt5225338,The Eyes of My Mother
tt5657856,Brawl in Cell Block 99
tt0085426,The Last Battle
tt0110171,I Can't Sleep
tt0059229,Juliet of the Spirits
tt0110998,River of Grass
tt0109384,Down to Earth
tt0107468,M. Butterfly
tt2733258,The Strange Color of Your Body's Tears
tt0038675,Crisis
tt8299768,Blow the Man Down
tt0063991,Age of Consent
tt0059095,The 10th Victim
tt0106342,The Bride with White Hair
tt0085809,Koyaanisqatsi
tt0488905,The Banishment
tt9606374,On the Rocks
tt0077889,Magic
tt8893974,Passing
tt0047673,White Christmas
tt0783608,The Walker
tt2345737,The Rover
tt0097940,Mystery Train
tt0058567,Blood and Black Lace
tt0361668,Gozu
tt1318517,The Man Who Killed Don Quixote
tt0365737,Syriana
tt0060959,Daisies
tt0300214,Morvern Callar
tt5814592,The Party
tt5691670,Under the Silver Lake
tt0057490,The Servant
tt0072848,The Day of the Locust
tt0044811,Kvinnors väntan
tt0071362,The Body
tt0088919,Chronos
tt9000224,The Assistant
tt0036341,The Seventh Victim
tt0098327,The Seventh Continent
tt0073822,The Magic Flute
tt5563324,Intrusion
tt0084654,Veronika Voss
tt0096251,Tetsuo: The Iron Man
tt1659337,The Perks of Being a Wallflower
tt2639336,Greta
tt9231040,First Cow
tt4712076,The Long Dumb Road
tt0060794,"Kill, Baby... Kill!"
tt0068816,Lone Wolf and Cub: Baby Cart at the River Styx
tt0040622,Music in Darkness
tt0086994,Boy Meets Girl
tt0066491,Tristana
tt3066630,The Forbidden Room
tt0765120,My Blueberry Nights
tt5795086,Gemini
tt1748207,Sound of My Voice
tt0105569,Tetsuo II: Body Hammer
tt3463106,The Cured
tt5805752,Brigsby Bear
tt1650048,Laurence Anyways
tt0053279,Le signe du lion
tt5912454,Blue Jay
tt0039090,No Regrets for Our Youth
tt4645368,It's Only the End of the World
tt0087800,A Nightmare on Elm Street
tt1181614,Wuthering Heights
tt0082533,The Howling
tt0040418,Port of Call
tt0088196,Streetwise
tt0382189,My Summer of Love
tt0302674,Gerry
tt1176740,Away We Go
tt0093560,The Monster Squad
tt0086543,The 4th Man
tt0089173,Friday the 13th: A New Beginning
tt0082776,Ms .45
tt1742336,Your Sister's Sister
tt0064118,The Damned
tt1617620,A Horrible Way to Die
tt0104073,Deep Cover
tt1379182,Dogtooth
tt0038468,It Rains on Our Love
tt0067963,Wat zien ik
tt7137380,Destroyer
tt0068815,Lone Wolf and Cub: Sword of Vengeance
tt5662106,Lemonade
tt0034587,Cat People
tt0070948,Zardoz
tt9026524,Bliss
tt0054371,"The 1,000 Eyes of Dr. Mabuse"
tt5913798,Wounds
tt0067959,Walkabout
tt6294822,The Post
tt0089153,Flesh+Blood
tt0071565,Godzilla vs. Mechagodzilla
tt8332666,Tone-Deaf
tt1226681,Pontypool
tt0342735,Manderlay
tt0103767,Baraka
tt2243389,I'm So Excited!
tt5085924,Wildling
tt0067861,The Death of Maria Malibran
tt0067633,Punishment Park
tt0065955,A Love Story
tt6101602,Madeline's Madeline
tt7076834,Satan's Slaves
tt0093512,Maurice
tt0111149,Shallow Grave
tt0045891,How to Marry a Millionaire
tt4303340,I Am Not a Serial Killer
tt0092796,Creepshow 2
tt0052667,"Caltiki, the Immortal Monster"
tt6136430,Ferrante Fever
tt0096522,Ballet
tt0102943,Slacker
tt0088184,Stranger Than Paradise
tt0247425,In the Bedroom
tt0081554,Stardust Memories
tt0119223,Great Expectations
tt6803046,The Vast of Night
tt5112578,Super Dark Times
tt0422491,The Intruder
tt0061643,Fando and Lis
tt11140488,The Wolf of Snow Hollow
tt0113952,The Neon Bible
tt1233334,Pariah
tt5057140,Hold the Dark
tt2101383,Knight of Cups
tt0470705,Bug
tt0042200,Annie Get Your Gun
tt5700182,Starfish
tt0125108,Take Me Away!
tt0067236,The Iguana with the Tongue of Fire
tt0058333,The Masque of the Red Death
tt2392830,A Quiet Passion
tt0804461,Death Sentence
tt0073198,"Jeanne Dielman, 23, quai du commerce, 1080 Bruxelles"
tt3279176,Suburban Gothic
tt0112643,Castle Freak
tt9058654,Dinner in America
tt0048933,Street of Shame
tt1859446,Alps
tt1232776,Fish Tank
tt0083000,Road Games
tt1067765,Adult World
tt0362246,Tiresia
tt11908982,Jakob's Wife
tt2023690,Sightseers
tt0387564,Saw
tt0107175,"Oh, Woe Is Me"
tt5613484,Mid90s
tt0115734,Bottle Rocket
tt6910282,Bergman Island
tt0044391,The Bad and the Beautiful
tt5635086,God's Own Country
tt5536610,Private Life
tt0068883,Ludwig
tt0120834,Snow Falling on Cedars
tt0829193,Honeydripper
tt0063127,The Immortal Story
tt4411234,Slice
tt0062457,The Thief of Paris
tt0089366,Hail Mary
tt0015202,The Hands of Orlac
tt0091276,Invaders from Mars
tt0064793,The Passion of Anna
tt5208216,Wonderstruck
tt3283556,Land Ho!
tt0071141,Ali: Fear Eats the Soul
tt0073858,The Lost Honor of Katharina Blum
tt2668150,Ruined Heart: Another Lovestory Between a Criminal & a Whore
tt4677924,Woodshock
tt0068732,Images
tt0092618,Barfly
tt0423409,Tristram Shandy
tt0092991,Evil Dead II
tt3655522,Girlhood
tt0756206,Container
tt1426352,Amer
tt9214832,Emma.
tt0097742,Licence to Kill
tt0066315,Roy Colt & Winchester Jack
tt1726669,Killer Joe
tt0838221,The Darjeeling Limited
tt0398027,Down in the Valley
tt2870708,Wish I Was Here
tt5034838,Godzilla vs. Kong
tt0045935,Gate of Hell
tt0964185,Tetro
tt0077914,Martin
tt11614912,She Dies Tomorrow
tt0114788,The Underneath
tt1216520,Womb
tt0453383,Next Door
tt0022698,Blonde Venus
tt0075404,The Ascent
tt0090798,Caravaggio
tt0040662,Oliver Twist
tt0104473,IP5: The Island of Pachyderms
tt1242599,Bellflower
tt0071508,Flesh for Frankenstein
tt0157503,Drop Dead Gorgeous
tt0415127,The Man from London
tt0067800,Straw Dogs
tt0039539,Krakatit
tt2551428,Lasting
tt5278832,The Lure
tt5154288,Prevenge
tt1602620,Amour
tt0068278,The Bitter Tears of Petra von Kant
tt0056663,Vivre Sa Vie
tt0038160,They Were Expendable
tt2112293,The Comedy
tt1183665,Cracks
tt0058898,Alphaville
tt9601220,Black Bear
tt0878695,Murder Party
tt0053270,Shadows
tt0081613,The Tempest
tt1959332,American Mary
tt0091830,Summer
tt0091867,A Room with a View
tt3174376,Before I Wake
tt0076452,News from Home
tt0346094,Distant
tt4139124,Keanu
tt0079095,The Marriage of Maria Braun
tt0063571,Secret Ceremony
tt1954315,Borgman
tt2382320,No Time to Die
tt0165854,The Limey
tt1833844,Berberian Sound Studio
tt0071458,Effi Briest
tt0086199,Crime and Punishment
tt6753132,Chained for Life
tt1183732,Tokyo Gore Police
tt0051980,The Ballad of Narayama
tt0084434,An Officer and a Gentleman
tt0091759,Dead Man's Letters
tt0077474,The Driver
tt0041719,Orpheus
tt1660379,House of Tolerance
tt0107211,Indecent Proposal
tt1226236,I Am Love
tt1103982,The Girlfriend Experience
tt0105275,Romper Stomper
tt0054130,La Notte
tt0062395,The Trip
tt6241768,Snowbound
tt0038182,The Men Who Tread on the Tiger's Tail
tt0067927,Vanishing Point
tt0109020,71 Fragments of a Chronology of Chance
tt0042958,Scandal
tt0053220,Ride Lonesome
tt7886936,Dating Amber
tt4439102,Officer Downe
tt0080569,Cruising
tt0158714,Lady Snowblood
tt0070957,Tenderness of the Wolves
tt0071910,The Night Porter
tt3021360,Faults
tt0200071,Rosetta
tt1571739,This Movie Is Broken
tt5990474,Columbus
tt5907916,Yourself and Yours
tt10944760,Titane
tt1731697,The Lords of Salem
tt0052700,Compulsion
tt0100456,The Rainbow Thief
tt0067549,The Panic in Needle Park
tt5962210,Ingrid Goes West
tt0069704,American Graffiti
tt3529656,Meadowland
tt0360130,Undertow
tt2626964,Catch Me Daddy
tt1405809,Lourdes
tt1571249,The Skeleton Twins
tt3955894,Girl Asleep
tt4957538,The Whispering Star
tt3204632,Like Me
tt0050766,Curse of the Demon
tt3813310,Cop Car
tt0075334,To the Devil a Daughter
tt7557108,Saint Maud
tt0244316,Yi Yi: A One and a Two...
tt0060429,Frankie and Johnny
tt0069228,The Scarlet Letter
tt0404802,The Notorious Bettie Page
tt0048127,Godzilla Raids Again
tt0034891,In Which We Serve
tt1213648,London Boulevard
tt8151874,Honey Boy
tt0118789,Buffalo '66
tt0112654,One Hundred and One Nights
tt1464763,Mute
tt6859762,The Little Stranger
tt0337876,Birth
tt0065391,The American Soldier
tt7078658,The Day Shall Come
tt0067893,Two-Lane Blacktop
tt0050330,The Lower Depths
tt0222396,Johnny Colt
tt0061452,Casino Royale
tt0045719,Eaux d'artifice
tt0089537,Mala Noche
tt7339248,The Art of Self-Defense
tt0470967,Voice
tt0018770,The Fall of the House of Usher
tt0054821,Le Doulos
tt0067778,Murmur of the Heart
tt0070698,Sisters
tt0102757,The Rapture
tt0210302,Gemini
tt0486051,Wind Chill
tt3553976,Captain Fantastic
tt0054460,The Bad Sleep Well
tt0058379,Mothra vs. Godzilla
tt0095475,Damnation
tt0020641,Anna Christie
tt0058625,Woman in the Dunes
tt0066098,Death Occurred Last Night
tt0497137,"I'm a Cyborg, But That's OK"
tt0077651,Halloween
tt0051390,Cairo Station
tt0065808,Gods of the Plague
tt0061655,The Fearless Vampire Killers
tt0453548,Snow Angels
tt5173032,Buster's Mal Heart
tt0056291,Knife in the Water
tt0063671,Targets
tt5503686,Hustlers
tt5700176,Dark River
tt1640548,Rampart
tt0064757,On Her Majesty's Secret Service
tt0112744,The Crossing Guard
tt6418778,Fast Color
tt0060268,Cul-de-sac
tt4462082,Counting
tt0176269,Universal Soldier: The Return
tt2967008,The Face of an Angel
tt10746060,The Mad Hatter
tt0212712,2046
tt0085640,Hammett
tt8633464,After Yang
tt7149730,The Silencing
tt0077631,Grease
tt0878674,Garage
tt0099528,The Exorcist III
tt0089603,Mishima: A Life in Four Chapters
tt0090264,A View to a Kill
tt2490326,Cooties
tt3312830,Youth
tt0061495,The Collector
tt0067309,Klute
tt0093267,Intervista
tt0202559,A Room for Romeo Brass
tt0062893,Dillinger Is Dead
tt0057207,Judex
tt3409848,Zama
tt0082089,Body Heat
tt0075177,Sebastiane
tt2230358,Curse of Chucky
tt0794338,Sakuran
tt4692234,Arabian Nights: Volume 2 - The Desolate One
tt0075936,Desperate Living
tt0048499,La Pointe Courte
tt0801526,The Tracey Fragments
tt0048198,I Live in Fear
tt0080453,The Blue Lagoon
tt0079759,Orchestra Rehearsal
tt0071970,The Parallax View
tt0065224,Wonderwall
tt0101258,Days of Being Wild
tt0154683,Jigoku
tt0913425,Broken Embraces
tt6852872,Elizabeth Harvest
tt0091497,Bad Blood
tt0467406,Juno
tt2172584,Maps to the Stars
tt0120391,TwentyFourSeven
tt0039677,Odd Man Out
tt0062453,Viy
tt0080661,Dressed to Kill
tt2382009,Nymphomaniac: Vol. II
tt2347569,Frances Ha
tt0079770,Quintet
tt0069398,Tout Va Bien
tt0157016,I Stand Alone
tt0077729,In a Year with 13 Moons
tt0049456,Lust for Life
tt0063522,Rosemary's Baby
tt2091473,Promised Land
tt0091860,River's Edge
tt0054067,Black Sunday
tt0841925,Silent Light
tt0089714,"O-Bi, O-Ba: The End of Civilization"
tt4255304,The Void
tt1440266,Pina
tt0479341,Adam Resurrected
tt0091983,Something Wild
tt0072643,Anatomie d'un rapport
tt0063278,Marketa Lazarová
tt0418773,Junebug
tt0061761,Herostratus
tt0060877,Queen of Blood
tt0102494,My Own Private Idaho
tt0091635,9½ Weeks
tt2474976,The Hallow
tt2099556,Antiviral
tt0096218,Tales from the Gimli Hospital
tt0367594,Charlie and the Chocolate Factory
tt1486190,Tamara Drewe
tt2929652,Road Games
tt0239670,Mortal Transfer
tt2389182,Cheap Thrills
tt0073298,Lisztomania
tt0107474,Madadayo
tt0077421,Despair
tt2365580,"Where'd You Go, Bernadette"
tt7545566,Skate Kitchen
tt0068833,The Last House on the Left
tt0057869,Band of Outsiders
tt0104352,Godzilla and Mothra: The Battle for Earth
tt0083745,"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean"
tt0103759,Bad Lieutenant
tt2980210,A Hologram for the King
tt0042692,Variety Lights
tt7740496,Nightmare Alley
tt3104930,Da Sweet Blood of Jesus
tt2972828,Rol
tt0049470,The Man Who Knew Too Much
tt4083572,Urge
tt0270707,The Truth About Charlie
tt1506999,Haywire
tt0120263,Songs from the Second Floor
tt4814760,Here Alone
tt0396184,Pusher II
tt5960374,Vox Lux
tt6516314,Piercing
tt0060261,The Hellbenders
tt0045848,Sawdust and Tinsel
tt1745787,The Tribe
tt2179116,The Kings of Summer
tt0404030,Everything Is Illuminated
tt2937696,Everybody Wants Some!!
tt0063049,Head
tt0079482,Long Weekend
tt2328922,It Felt Like Love
tt0066249,The Private Life of Sherlock Holmes
tt1712192,Message from the King
tt0074626,Heart of Glass
tt0095497,The Last Temptation of Christ
tt3093522,Cymbeline
tt0091507,Mélo
tt0062512,You Only Live Twice
tt0036400,Sanshiro Sugata
tt1251725,Bunny and the Bull
tt0254455,Sex and Lucía
tt0096257,The Thin Blue Line
tt0356721,I Heart Huckabees
tt0092593,"Goodbye, Children"
tt6439020,The Personal History of David Copperfield
tt0069210,Salomè
tt0114681,To Die For
tt0070328,Live and Let Die
tt7946216,Depraved
tt0082398,For Your Eyes Only
tt0143428,Lone Wolf and Cub: Baby Cart in the Land of Demons
tt1488163,Trash Humpers
tt0298744,Auto Focus
tt1437357,Faust
tt1561768,Essential Killing
tt0061328,Accident
tt0094868,Chocolat
tt0073424,Mother Kusters Goes to Heaven
tt4266638,Krisha
tt0014417,The Wheel
tt1022885,The Scouting Book for Boys
tt3976144,The Monster
tt7978758,Apollo 10½: A Space Age Childhood
tt2547584,The Light Between Oceans
tt0086216,Rumble Fish
tt0862467,Valhalla Rising
tt4594834,Chi-Raq
tt4392770,Always Shine
tt0101026,Tie Me Up! Tie Me Down!
tt0181912,Éloge de l'amour
tt0073535,The Night Caller
tt0092133,Under the Cherry Moon
tt0099740,Hardware
tt4381236,The Greasy Strangler
tt5073642,Color Out of Space
tt0097444,Godzilla vs. Biollante
tt0058124,All These Women
tt0081323,"Pepi, Luci, Bom and Other Girls Like Mom"
tt0413893,Cha no aji
tt0075276,Stroszek
tt9893250,I Care a Lot
tt1034415,Suspiria
tt0085482,El Norte
tt0068805,The King of Marvin Gardens
tt6217926,Annette
tt2656588,Buzzard
tt0065148,One on Top of the Other
tt0091096,Ga-ga: Glory to the Heroes
tt0111495,Three Colors: Red
tt8529134,Ham on Rye
tt11056910,The Stylist
tt1206485,Nuit de chien
tt0117040,Microcosmos
tt0074812,Logan's Run
tt4614612,Peterloo
tt5973364,Lemon
tt0318374,The Cooler
tt1703148,The Hunter
tt0090907,The Horse Thief
tt0074285,Carrie
tt0115685,The Birdcage
tt7913172,Grass
tt0074168,Return of the Prodigal Son
tt8122018,"Happy New Year, Colin Burstead"
tt0129332,Ravenous
tt10919380,Freaky
tt1285009,The Strangers: Prey at Night
tt0063803,Who's That Knocking at My Door
tt0063198,Kôshikei
tt0087129,Decoder
tt0070122,Godzilla vs. Megalon
tt0104753,The Long Day Closes
tt0346800,Cowards Bend the Knee
tt0173024,Visitor of a Museum
tt0087995,Repo Man
tt0076221,Jabberwocky
tt7858616,Luz
tt2383068,The Sacrament
tt0039834,A Ship to India
tt0073373,Terror of Mechagodzilla
tt1912398,God Bless America
tt10986222,C'mon C'mon
tt1600524,Heartbeats
tt4567486,The Mind's Eye
tt0101798,Edward II
tt1588895,Uncle Boonmee Who Can Recall His Past Lives
tt0076855,"One Sings, the Other Doesn't"
tt0071950,Footprints on the Moon
tt0090670,At Close Range
tt0077383,Family Nest
tt6212496,Mr. Roosevelt
tt0102816,Center Stage
tt1022603,500 Days of Summer
tt0073045,"""Giliap"""
tt0084565,Querelle
tt0780608,Smiley Face
tt0117561,Schizopolis
tt0046345,Summer with Monika
tt0360845,Notre musique
tt0264508,Dagon
tt0090180,To Live and Die in L.A.
tt8332922,A Quiet Place Part II
tt1197628,Observe and Report
tt1924394,The Angels' Share
tt1989593,Red Hook Summer
tt0069495,"What's Up, Doc?"
tt0085878,The Moon in the Gutter
tt1316540,The Turin Horse
tt0040558,Macbeth
tt0446719,Isolation
tt3824412,Results
tt0081204,Mur murs
tt7768846,Pass Over
tt2262161,Sunset Song
tt7939766,I'm Thinking of Ending Things
tt0064591,Lions Love (... and Lies)
tt0091142,Gothic
tt0099292,The Comfort of Strangers
tt0079854,Every Man for Himself
tt6014904,The Strange Ones
tt0061196,Krylya
tt0067361,A Lizard in a Woman's Skin
tt0066735,Four Flies on Grey Velvet
tt0423034,Ranpo jigoku
tt3450900,The Sea of Trees
tt1480285,Abattoir
tt1922561,The Day He Arrives
tt5918982,Possessor
tt4799064,Mindhorn
tt0104029,Cronos
tt0078111,Pretty Baby
tt0069050,The Other
tt1129435,The Beaches of Agnès
tt1158939,Never Grow Old
tt5462326,Mom and Dad
tt0799934,Be Kind Rewind
tt1666168,Outside Satan
tt0074860,Marathon Man
tt0034398,The Wolf Man
tt8020896,An Elephant Sitting Still
tt2371834,Paradise: Hope
tt0087193,After the Rehearsal
tt4876302,Collective: Unconscious
tt0069865,Charley Varrick
tt3125652,Pasolini
tt0079871,Scum
tt0084725,The State of Things
tt0066517,"Cuadecuc, vampir"
tt3067274,The Editor
tt0064106,Le Boucher
tt0069089,Pink Flamingos
tt0048641,Smiles of a Summer Night
tt2208216,Vanishing Waves
tt0055623,Wild in the Country
tt0091818,Radioactive Dreams
tt4048272,Toni Erdmann
tt0247380,The Gleaners & I
tt0120255,The Sweet Hereafter
tt4954522,Raw
tt0087855,Almanac of Fall
tt1883180,A Pigeon Sat on a Branch Reflecting on Existence
tt0056142,King Kong vs. Godzilla
tt4238858,The Fits
tt0058701,Une Femme Mariée
tt3672742,Turbo Kid
tt0058279,Kwaidan
tt0073580,The Passenger
tt0961066,Everlasting Moments
tt0090644,Anguish
tt0109529,Dance Me Outside
tt2292959,The Canyons
tt3563262,Submergence
tt6426028,Knife + Heart
tt0078908,The Brood
tt0060263,The Creatures
tt0876563,Ponyo
tt3172532,The Diary of a Teenage Girl
tt0076240,Jubilee
tt0067756,Silent Running
tt0050894,The Revenge of Frankenstein
tt0043048,To Joy
tt0036947,The Most Beautiful
tt4900708,Creepy
tt0060304,2 or 3 Things I Know About Her
tt1935179,Mud
tt0468526,Old Joy
tt6518270,An Evening with Beverly Luff Linn
tt0102141,Jacquot de Nantes
tt2718492,Ida
tt6423776,Let the Sunshine In
tt0022835,Dr. Jekyll and Mr. Hyde
tt2402105,Dom Hemingway
tt1692504,We Are the Night
tt0072157,Lady Snowblood 2: Love Song of Vengeance
tt0091064,The Fly
tt10370710,The Worst Person in the World
tt0033804,The Lady Eve
tt0061473,La Chinoise
tt0090197,In a Glass Cage
tt0158493,Belly
tt3510452,Misunderstood
tt2034031,Laggies
tt8508734,His House
tt0322824,Japón
tt0064276,Easy Rider
tt0074883,Maîtresse
tt0072274,Thieves Like Us
tt0472458,Dumplings
tt0084228,Labyrinth of Passion
tt0103926,Careful
tt0067677,Rio das Mortes
tt0054632,Last Year at Marienbad
tt3294200,The Falling
tt2580382,The Survivalist
tt0060879,"Who Are You, Polly Maggoo?"
tt7374952,El Chicano
tt0038268,"Sanshiro Sugata, Part Two"
tt0066982,Demons of the Mind
tt0053825,Flaming Star
tt1161418,Gentlemen Broncos
tt1421051,Somewhere
tt6304046,Thelma
tt4694518,Domain
tt0091406,Dust in the Wind
tt6194530,Ava
tt2371824,Paradise: Faith
tt5607714,On Body and Soul
tt0086022,Nostalghia
tt9086228,Gretel & Hansel
tt0096416,War Requiem
tt0068503,Dr. Phibes Rises Again
tt1690455,Dark Horse
tt1477837,Cedar Rapids
tt0317171,Blissfully Yours
tt0775529,The Savages
tt0070643,Scarecrow
tt10342730,Spiral
tt0119349,The Ice Storm
tt0102511,Naked Lunch
tt0018737,Pandora's Box
tt7772582,Never Rarely Sometimes Always
tt0116488,Hard Core Logo
tt0375233,Innocence
tt0475984,Mister Lonely
tt0086034,Octopussy
tt0109916,Godzilla vs. SpaceGodzilla
tt0088722,The Angelic Conversation
tt0072271,The Texas Chain Saw Massacre
tt0013257,Häxan
tt1065073,Boyhood
tt0062765,Bullitt
tt0069019,Don't Torture a Duckling
tt1068641,The Burning Plain
tt0091083,From Beyond
tt0082269,Diva
tt0069687,Alice in the Cities
tt1758810,The Snowman
tt0954947,The Killer Inside Me
tt1989712,In Another Country
tt0171359,Hamlet
tt7476810,Dead Pigs
tt4042818,The Death & Life of John F. Donovan
tt1935896,The ABCs of Death
tt0218581,Scarlet Diva
tt2017038,All Is Lost
tt0454792,Bubble
tt0064068,Funeral Parade of Roses
tt8361028,Cam
tt0066262,Puzzle of a Downfall Child
tt0289043,28 Days Later...
tt11525644,No Sudden Move
tt0088172,Starman
tt0373450,Where the Truth Lies
tt0019760,Man with a Movie Camera
tt6164502,November
tt1682246,Girl Walks Into a Bar
tt12708658,"Paris, 13th District"
tt1403214,Paradise: Love
tt0279113,The Good Girl
tt0342272,Dear Wendy
tt0067454,Multiple Maniacs
tt0425379,Pusher III
tt0058725,Viva Las Vegas
tt0087004,The Brother from Another Planet
tt0084695,The Slumber Party Massacre
tt6127004,Paradise Hills
tt0111040,Russian Symphony
tt0066019,Lucifer Rising
tt0106642,From the East
tt0082252,The Decline of Western Civilization
tt0116503,Head of the Family
tt13429362,In the Earth
tt0082639,"Ladies and Gentlemen, the Fabulous Stains"
tt0071338,Cockfighter
tt0072195,Space Is the Place
tt0078054,Beauty and the Beast
tt0100369,The Pit and the Pendulum
tt0036154,Meshes of the Afternoon
tt2107648,Here Comes the Devil
tt0190542,Madonna and Child
tt0084099,Human Highway
tt0100332,Paris Is Burning
tt0073076,Grey Gardens
tt0066468,Emperor Tomato Ketchup
tt2394063,Too Late
tt0165623,Angst
tt0113187,Godzilla vs. Destoroyah
tt0833557,Visioneers
